"test","sa1","sa2","sa3","sa4"
0.173333333333333,0.365343583382804,0.349370818317841,0.237036626624477,0.320360178596295
0.176666666666667,0.357079261537817,0.348564143678962,0.254292386230373,0.326966056736774
0.18,0.345655999968925,0.344629560832972,0.268856365260892,0.330391480109073
0.183333333333333,0.331175576271747,0.337544513120556,0.280577023259954,0.330602756150026
0.186666666666667,0.313766704818902,0.327317399330693,0.289332520110185,0.327597458983212
0.19,0.293583920617845,0.313987059431302,0.295032019320982,0.321404468270996
0.193333333333333,0.270806233300795,0.297621937431902,0.297616668111873,0.312083701767202
0.196666666666667,0.24563556332689,0.278318945373068,0.297060242634802,0.299725544032985
0.2,0.218294974883658,0.25620205528067,0.293369450441472,0.284449976842456
0.203333333333333,0.189026722938403,0.231420648380229,0.286583886107395,0.266405419826314
0.206666666666667,0.158090136842804,0.204147653213417,0.276775639754732,0.245767292882408
0.21,0.125759375617818,0.17457750741448,0.264048562044237,0.222736314865962
0.213333333333333,0.0923211402377188,0.142923985057402,0.248537193008002,0.197536556224064
0.216666666666667,0.058072741632083,0.109417957836071,0.230405365857981,0.170413267107654
0.22,0.0233254460611782,0.0743053019844513,0.209844500659247,0.141630509036537
0.223333333333333,0.0116995895297806,0.0378465920117517,0.187071606641835,0.111468635624186
0.226666666666667,0.0465192620506198,0.00103975707372949,0.162327016430907,0.0802217409267271
0.23,0.0809486621892546,0.0380862552221412,0.135871882346117,0.0481956998394277
0.233333333333333,0.114658013766256,0.0769679980060586,0.107985481316191,0.0157173592632422
0.236666666666667,0.147346760857635,0.116103548639192,0.0789624382974969,0.0169968437888321
0.24,0.178724817133901,0.155208478012944,0.0491103811407844,0.0494654981751436
0.243333333333333,0.208514004185991,0.194003286208425,0.0187548222579416,0.0814681366071468
0.246666666666667,0.23645031156458,0.232213289433359,0.0118817417732841,0.112679889708954
0.25,0.262286180352893,0.269570297417549,0.0422922564102998,0.142795183812456
0.253333333333333,0.285792678490343,0.305814392993806,0.072280079235474,0.171520214729543
0.256666666666667,0.306761523246339,0.340695620224458,0.101506175585065,0.198574971357466
0.26,0.325006925409154,0.373975538294517,0.129660083181406,0.223695795404
0.263333333333333,0.340367236175506,0.405428627738958,0.156444129207831,0.246637901595551
0.266666666666667,0.352706381063213,0.434843544566892,0.181575411043805,0.267177745647677
0.27,0.361915067655843,0.462024221973068,0.204788565243587,0.285115195749891
0.273333333333333,0.36791175624324,0.486790821872832,0.225838508387246,0.300275479929982
0.276666666666667,0.37064338463526,0.508980540317583,0.244503004084996,0.312510887996976
0.28,0.370085840655707,0.528448272200872,0.260585002027368,0.321702210548145
0.283333333333333,0.366244178081536,0.545067141638255,0.273914716265228,0.327759900620537
0.286666666666667,0.359152574073911,0.558728905034639,0.284351417847387,0.330624946493986
0.29,0.348874028440997,0.569344234167053,0.291784921675322,0.330269447067597
0.293333333333333,0.335499807363453,0.576842886635725,0.296136751315989,0.326696884176896
0.296666666666667,0.319148636488998,0.581173770804816,0.29736096919307,0.319942089195167
0.3,0.299965650552055,0.582304911905649,0.295444663243104,0.310070904255683
0.303333333333333,0.278121108897459,0.580223325355695,0.290408084822008,0.297179541422044
0.306666666666667,0.253808888506281,0.574934802606621,0.282304436376068,0.281393646103034
0.31,0.227244768424257,0.566463614028434,0.271219311129118,0.262867073943982
0.313333333333333,0.198664522159128,0.554852132519151,0.25726979075966,0.241780393335403
0.316666666666667,0.168321838578485,0.540160380754135,0.240603210730016,0.218339128619222
0.32,0.136486100660805,0.522465504306823,0.22139560658792,0.192771762247918
0.323333333333333,0.103440081786883,0.501861172327453,0.199849858255314,0.165327518246568
0.326666666666667,0.0694777794435536,0.47845690709625,0.176193553297664,0.136273956840054
0.33,0.0349041956922156,0.45237734360104,0.150676595283662,0.105894431940218
0.333333333333333,0.000999999388669882,0.423761420346431,0.123568592796053,0.0744855624804193
0.336666666666667,0.0349037071841236,0.39276150289488,0.0951560928451868,0.0423556426257901
0.34,0.0694758288543128,0.359542442178698,0.0657398570041696,0.00984875873749947
0.343333333333333,0.103435705574329,0.324280570426417,0.0356335323417504,0.0228637646365701
0.346666666666667,0.13647835232291,0.287162638687114,0.00522717142239771,0.0552663371113865
0.35,0.16830979600938,0.248384701657128,0.025432012282858,0.0871381669505562
0.353333333333333,0.198647295534796,0.208150958693364,0.0556957982077416,0.118160878462858
0.356666666666667,0.227221508754452,0.166672568054323,0.0853788993671226,0.148030958487784
0.36,0.253778796977999,0.124166481899611,0.11416184657456,0.176456942850097
0.363333333333333,0.278083447121463,0.080854524077546,0.141739597414871,0.203161651813515
0.366666666666667,0.299919751807454,0.0369649750828931,0.167820544978285,0.227884757720273
0.37,0.319093918041593,0.00737035285440111,0.192129082304115,0.250385280818535
0.373333333333333,0.335435783911485,0.051695727949478,0.214408392228862,0.270443922341915
0.376666666666667,0.348800326716923,0.0959795579402805,0.234423120895978,0.287865195241737
0.38,0.359068948602887,0.139946888740365,0.251961848314986,0.302479326458229
0.383333333333333,0.366150528066342,0.183375145236033,0.266839314562779,0.314143910209244
0.386666666666667,0.369982227923848,0.226047713960978,0.278898373139526,0.32274529536059
0.39,0.370530052546999,0.267753767531993,0.288011648972328,0.328199692984265
0.393333333333333,0.367789149419294,0.308289093085112,0.294082882766654,0.330453993129889
0.396666666666667,0.361783852340564,0.347456999461902,0.29704794714852,0.329486282756284
0.4,0.352567465893378,0.385069180833557,0.296875523694537,0.325306059725329
0.403333333333333,0.340221793076506,0.42094650798539,0.293567433618406,0.31795414074561
0.406666666666667,0.324856410289691,0.454919738066816,0.28715861858938,0.307502264153062
0.41,0.306607696110042,0.486830140041005,0.277716771887254,0.294052391409861
0.413333333333333,0.285637622528387,0.51653003628691,0.265341623826105,0.277735714172987
0.416666666666667,0.262132319526299,0.543883262984881,0.250163889082277,0.258711376720181
0.42,0.236300426129201,0.56876555360662,0.232343887229687,0.237164926436508
0.423333333333333,0.208371243558183,0.591064851169795,0.212069851441481,0.213306508034583
0.426666666666667,0.178592709442506,0.610681555928484,0.189555944084101,0.187368820465323
0.43,0.14722921848264,0.627528715842204,0.165040002237319,0.159604859949164
0.433333333333333,0.114559334141658,0.641532167484909,0.138781042532531,0.130285481509474
0.436666666666667,0.0808735232239151,0.652630635014988,0.111056569185427,0.0996968398572029
0.44,0.0464727123385666,0.660775794434639,0.082159782445004,0.0681379122759861
0.443333333333333,0.0116870547600817,0.665932309642589,0.052397104026735,0.035919591145523
0.446666666666667,0.0232983539834076,0.668077845763076,0.0220907026687852,0.00347820888369317
0.45,0.057999932522538,0.667203063964474,0.00854329839652749,0.0292917802553069
0.453333333333333,0.0921963793557713,0.663311600522712,0.0389604548306683,0.0616026711375246
0.456666666666667,0.12557623640674,0.656420031306327,0.0690065738285693,0.0933183729217211
0.46,0.157842077669811,0.646557821235988,0.0983273678151837,0.124124807197161
0.463333333333333,0.188707170043077,0.633767256678574,0.12661071613854,0.1537206716537
0.466666666666667,0.217897418257521,0.618103357250012,0.153557288891282,0.18181706829426
0.47,0.245153666750845,0.599633762193132,0.178882251394835,0.208139887933032
0.473333333333333,0.270233959241252,0.578438585429971,0.202318015665049,0.232432378716768
0.476666666666667,0.292915670475684,0.554610232614562,0.223616995611479,0.254457615614451
0.48,0.312997474844525,0.528253173072024,0.242554196782964,0.274000797177488
0.483333333333333,0.330301129260757,0.49948365942783,0.25892958216417,0.290871333943295
0.486666666666667,0.344673052625742,0.468429388018348,0.272570179956679,0.304904703776884
0.49,0.355985687135004,0.435229093827093,0.283331907912323,0.31596405441505
0.493333333333333,0.364138629049871,0.400032074697251,0.291101093691255,0.323941536897762
0.496666666666667,0.369059518789486,0.362997640914379,0.295795674637516,0.328759356575071
0.5,0.37070468241185,0.324294487935828,0.297366064044382,0.330370531296618
0.503333333333333,0.369059518789486,0.284099992142963,0.29579567463752,0.328759349322562
0.506666666666667,0.36413862904987,0.242599432350525,0.291101093691262,0.323941522460904
0.51,0.355985687135003,0.199985144756736,0.283331907912332,0.315964032929483
0.513333333333333,0.344673052625741,0.156455631799778,0.272570179956691,0.304904675444359
0.516666666666667,0.330301129260757,0.112214697349033,0.258929582164184,0.29087129902965
0.52,0.312997474844524,0.0674710339900525,0.242554196782981,0.274000756009979
0.523333333333333,0.292915670475683,0.0224454045122675,0.2236169956115,0.254457568578472
0.526666666666667,0.270233959241251,0.0227209059695716,0.202318015665071,0.232432326251997
0.53,0.245153666750843,0.0676966929027045,0.178882251394858,0.208139830529037
0.533333333333333,0.21789741825752,0.112339951150773,0.153557288891309,0.181817006485631
0.536666666666667,0.188707170043077,0.156429640823989,0.126610716138568,0.153720606014758
0.54,0.157842077669809,0.19975636545772,0.0983273678152119,0.124124738336382
0.543333333333333,0.125576236406737,0.242115404312694,0.0690065738285982,0.0933183014761093
0.546666666666667,0.0921963793557683,0.283307161772433,0.0389604548307011,0.0616025977683702
0.55,0.0579999325225313,0.323138069378684,0.00854329839655348,0.0292917056635972
0.553333333333333,0.0232983539833981,0.361421520102993,0.0220907026687601,0.0034782809187361
0.556666666666667,0.0116870547600484,0.397978762760734,0.0523971040267074,0.0359196662189016
0.56,0.0464727123385582,0.432639735819305,0.0821597824449776,0.0681379865843088
0.563333333333333,0.0808735232239117,0.465243832440197,0.1110565691854,0.0996969127168305
0.566666666666667,0.114559334141657,0.495640593411669,0.138781042532504,0.130285552268582
0.57,0.147229218482639,0.523690327363641,0.165040002237298,0.159604927981871
0.573333333333333,0.178592709442505,0.54926465963358,0.189555944084079,0.187368885176189
0.576666666666667,0.208371243558182,0.572247012714992,0.212069851441461,0.213306568863886
0.58,0.2363004261292,0.59253302245026,0.23234388722967,0.237164982865347
0.583333333333333,0.262132319526298,0.610030895034531,0.250163889082263,0.258711428275188
0.586666666666667,0.285637622528386,0.624661710466631,0.265341623826093,0.27773576043059
0.59,0.306607696110042,0.636359678308669,0.277716771887245,0.294052432000016
0.593333333333333,0.32485641028969,0.645072351499752,0.287158618589374,0.307502298762421
0.596666666666667,0.340221793076505,0.65076080352545,0.293567433618403,0.31795416912011
0.6,0.352567465893378,0.653399773501332,0.296875523694537,0.325306081672166
0.603333333333333,0.361783852340564,0.652977782726612,0.297047947148524,0.329486298145257
0.606666666666667,0.367789149419293,0.649497225054763,0.29408288276666,0.33045400189411
0.61,0.370530052546998,0.642974432072824,0.288011648972338,0.328199695120232
0.613333333333333,0.369982227923847,0.633439712647373,0.278898373139538,0.322745290927631
0.616666666666667,0.366150528066341,0.620937364953198,0.266839314562795,0.314143899328338
0.62,0.359068948602886,0.605525657720936,0.251961848315005,0.302479309310224
0.623333333333333,0.348800326716921,0.587276776189386,0.234423120895998,0.287865172064991
0.626666666666667,0.335435783911484,0.566276727187446,0.214408392228886,0.270443893429399
0.63,0.319093918041592,0.542625196951319,0.19212908230414,0.250385246514407
0.633333333333333,0.299919751807453,0.51643535474531,0.167820544978313,0.227884718415994
0.636666666666667,0.278083447121462,0.487833595127374,0.141739597414899,0.203161607943542
0.64,0.253778796977998,0.456959211798878,0.114161846574593,0.176456894887202
0.643333333333333,0.227221508754449,0.423963996405598,0.0853788993671544,0.148030906938071
0.646666666666667,0.198647295534794,0.389011756409056,0.0556957982077744,0.118160823860592
0.65,0.16830979600938,0.352277747219622,0.0254320122828908,0.0871381098530972
0.653333333333333,0.13647835232291,0.313948015193773,0.00522717142233399,0.0552662780959405
0.656666666666667,0.103435705574326,0.274218649952884,0.0356335323417176,0.0228637043294524
0.66,0.0694758288543096,0.233294947187274,0.0657398570041342,0.00984881953700487
0.663333333333333,0.0349037071841157,0.191390488214258,0.095156092845153,0.0423557038858023
0.666666666666667,0.000999999388614371,0.148726156760351,0.123568592796021,0.0744856233313178
0.67,0.0349041956922172,0.105529174080775,0.15067659528363,0.105894491802634
0.673333333333333,0.0694777794435536,0.0620326666945947,0.176193553297632,0.136274015158911
0.676666666666667,0.103440081786885,0.0184858495623447,0.199849858255286,0.165327574490317
0.68,0.136486100660806,0.0249552568743549,0.221395606587892,0.192771815912527
0.683333333333333,0.168321838578486,0.0679259519138084,0.240603210729991,0.218339179232495
0.686666666666667,0.19866452215913,0.11025755365801,0.257269790759638,0.241780440461022
0.69,0.227244768424257,0.151705373392389,0.271219311129097,0.262867117185202
0.693333333333333,0.253808888506282,0.192035338793116,0.282304436376051,0.281393685105931
0.696666666666667,0.278121108897459,0.231018997970957,0.290408084821993,0.297179575878302
0.7,0.299965650552056,0.268434435343615,0.295444663243092,0.310070933904885
0.703333333333333,0.319148636488999,0.304067623582096,0.29736096919306,0.319942113826578
0.706666666666667,0.335499807363453,0.337713833679766,0.296136751315982,0.326696903630727
0.71,0.348874028440997,0.369179032265053,0.291784921675317,0.330269461235746
0.713333333333333,0.359152574073911,0.398281241518642,0.284351417847386,0.33062495532024
0.716666666666667,0.366244178081536,0.424851847816359,0.27391471626523,0.327759904100272
0.72,0.370085840655707,0.448736848704586,0.260585002027372,0.321702208727506
0.723333333333333,0.37064338463526,0.469798029350942,0.244503004085003,0.312510880971564
0.726666666666667,0.36791175624324,0.487914060485112,0.225838508387255,0.300275467843079
0.73,0.361915067655843,0.502981510417708,0.204788565243599,0.285115178790237
0.733333333333333,0.352706381063212,0.514915764114932,0.181575411043819,0.267177724046824
0.736666666666667,0.340367236175506,0.523651842556831,0.156444129207848,0.246637875624845
0.74,0.325006925409154,0.52914511574025,0.129660083181424,0.223695765371221
0.743333333333333,0.306761523246338,0.531371902725293,0.101506175585084,0.198574937603165
0.746666666666667,0.285792678490342,0.53032995209041,0.072280079235494,0.171520177623128
0.75,0.262286180352893,0.526038796085923,0.0422922564103248,0.142795143748084
0.753333333333333,0.23645031156458,0.518539971693426,0.0118817417733168,0.112679847101343
0.756666666666667,0.20851400418599,0.507897101747682,0.018754822257915,0.0814680918875908
0.76,0.1787248171339,0.494195829299239,0.0491103811407595,0.0494654517897719
0.763333333333333,0.147346760857634,0.477543598531609,0.0789624382974737,0.0169967962531211
0.766666666666667,0.114658013766255,0.458069275836656,0.107985481316165,0.0157174075557803
0.77,0.0809486621892539,0.435922605133306,0.135871882346091,0.0481957485430409
0.773333333333333,0.0465192620506198,0.411273492220715,0.162327016430882,0.0802217895181254
0.776666666666667,0.0116995895297806,0.384311113915654,0.18707160664181,0.111468683666652
0.78,0.0233254460611734,0.355242848958747,0.209844500659222,0.141630556111722
0.783333333333333,0.0580727416320801,0.324293029208408,0.230405365857956,0.170413312816252
0.786666666666667,0.0923211402377188,0.291701511509245,0.248537193007978,0.197536600188793
0.79,0.125759375617818,0.257722072903795,0.264048562044214,0.222736356734625
0.793333333333333,0.158090136842804,0.222620634789154,0.27677563975471,0.245767332330705
0.796666666666667,0.189026722938403,0.186673325983506,0.286583886107374,0.266405456560339
0.8,0.218294974883658,0.150164403397721,0.293369450441451,0.284450010600836
0.803333333333333,0.245635563326889,0.113384075509743,0.297060242634782,0.299725574588643
0.806666666666667,0.270806233300795,0.0766264012136371,0.297616668111853,0.312083728928735
0.81,0.293583920617845,0.0401885622348472,0.295032019320964,0.321404491883651
0.813333333333333,0.313766704818901,0.00445487602770905,0.289332520110167,0.32759747892948
0.816666666666667,0.331175576271747,0.0306127314226639,0.280577023259937,0.33060277234983
0.82,0.345655999968925,0.0643628479508443,0.268856365260877,0.330391492519582
0.823333333333333,0.357079261537816,0.0966681681441006,0.254292386230358,0.326966065351839
0.826666666666667,0.365343583382804,0.127264580147068,0.237036626624462,0.320360183445527
0.83,0.370375001143819,0.155906789939368,0.217268716130368,0.310638461562575
0.833333333333333,0.372127992906177,0.182367673471899,0.195194473907677,0.297895790161944
0.836666666666667,0.370585855870307,0.206440329381147,0.171043743511533,0.282256393802216
0.84,0.365760827490976,0.227940301339695,0.145067991519573,0.263872604279875
0.843333333333333,0.357693950415429,0.246707690245551,0.117537710552436,0.242923361399448
0.846666666666667,0.346454682875104,0.262609077384426,0.0887397063432079,0.219612457324095
0.85,0.332140258501527,0.275539215669337,0.058974557904315,0.194166543719041
0.853333333333333,0.314874801830003,0.285422456419877,0.0285567587563013,0.166832925009935
0.856666666666667,0.294808208015996,0.2922138841987,0.00244374295702739,0.137877168343968
0.86,0.272114797522025,0.295900136168404,0.0330357852825382,0.107580581237174
0.863333333333333,0.24699175877328,0.296499886336155,0.0635205188639898,0.076237698070824
0.866666666666667,0.219657394154082,0.294063979212656,0.0933932075249802,0.0441545927721645
0.87,0.190349187632995,0.288675201893941,0.1223384232997,0.0116665051859053
0.873333333333333,0.159321717176,0.280447688364781,0.150052563823778,0.0210363302869541
0.876666666666667,0.126844447646031,0.269525954873001,0.176244536949029,0.0534578788059801
0.88,0.0931994894327365,0.256083570470139,0.200638214200883,0.0853755117348222
0.883333333333333,0.0586797176395445,0.240321472183386,0.222974952963669,0.116470344254681
0.886666666666667,0.0235921153683099,0.222465939705999,0.243015962219454,0.146438953639328
0.89,0.0118449954709727,0.202766249913121,0.260544446259095,0.174989313265826
0.893333333333333,0.0471540554444567,0.181492036922993,0.275367493178401,0.201842796578917
0.896666666666667,0.0821516294823762,0.158930388974885,0.28731768574061,0.226736548790354
0.9,0.116510563876516,0.13538271970365,0.29625441803286,0.249425777391041
0.903333333333333,0.149931895717419,0.111161460780117,0.302064905880026,0.269685865724933
0.906666666666667,0.18212621696286,0.0865866450475487,0.304664883144364,0.287314270473327
0.91,0.212814974478745,0.0619825351422898,0.303998980095458,0.302132178829249
0.913333333333333,0.24173257001023,0.0376750018427268,0.300040784042003,0.313985907529757
0.916666666666667,0.268628472073102,0.0139989847590726,0.29279258636744,0.322748030151738
0.92,0.29326921040858,0.00886408375290025,0.282284823975411,0.328318222727267
0.923333333333333,0.315440210043735,0.0303638879533318,0.268575226894054,0.330623821233919
0.926666666666667,0.334947441211913,0.0503773884343325,0.251747687385967,0.32962008798424
0.93,0.351618868018702,0.0686029812099344,0.231910869371459,0.325290187395664
0.933333333333333,0.365305682331148,0.0847861758312817,0.209196580398461,0.317644875050535
0.936666666666667,0.375883312124368,0.0986972759319675,0.183757932175598,0.306721907325344
0.94,0.38325219604793,0.110132234218308,0.155767321259565,0.292585182146662
0.943333333333333,0.387338318457251,0.118914422739875,0.125414274791514,0.275323624591845
0.946666666666667,0.388093501645005,0.12489624607963,0.0929032584422359,0.255049834088379
0.95,0.385495454510539,0.127960421278508,0.0584518815882147,0.231898512922344
0.953333333333333,0.379547579410616,0.128020873899073,0.0222953526967067,0.206024698844177
0.956666666666667,0.370278541424385,0.125023231277318,0.0154122590479016,0.177601828472419
0.96,0.357741606718514,0.118944907861748,0.0542856326762264,0.146819665658704
0.963333333333333,0.342013759094109,0.10979478756385,0.0941816912256755,0.113882152414291
0.966666666666667,0.323194606117204,0.0976125189480126,0.134842929963849,0.079005356684353
0.97,0.301405088468742,0.0824674579857571,0.176029868394461,0.0424167430797046
0.973333333333333,0.276786008308004,0.0644573513454079,0.217508963221872,0.00444145255832158
0.976666666666667,0.249496394590383,0.0437071727005934,0.259053811020404,0.0350114427494179
0.98,0.21971172564667,0.0203723858049772,0.300446926600145,0.075336792502213
0.983333333333333,0.187622032707143,0.00551557363194852,0.341481466538102,0.116437436759417
0.986666666666667,0.153429915469152,0.0334458852640304,0.381962790496457,0.158073285801072
0.99,0.117348526476945,0.0634744311469431,0.421709826304015,0.200012197341614
0.993333333333333,0.0795997175031094,0.0953166214210803,0.460556222821215,0.242029171363985
0.996666666666667,0.040413897961028,0.128738873059981,0.498351281964799,0.28390787468936
1,0.000999999449399117,0.163502296254324,0.534960665897305,0.325442279892399
