"test","sa1","sa2","sa3"
0.363333333333333,0.141739597414871,0.203161651813515,0.284613867458678
0.366666666666667,0.167820544978285,0.227884757720273,0.306139372369482
0.37,0.192129082304115,0.250385280818535,0.324969749949728
0.373333333333333,0.214408392228862,0.270443922341915,0.340939228597251
0.376666666666667,0.234423120895978,0.287865195241737,0.353907225422172
0.38,0.251961848314986,0.302479326458229,0.363759582184876
0.383333333333333,0.266839314562779,0.314143910209244,0.370409568977092
0.386666666666667,0.278898373139526,0.32274529536059,0.373798646759072
0.39,0.288011648972328,0.328199692984265,0.373896982035485
0.393333333333333,0.294082882766654,0.330453993129889,0.370703709149095
0.396666666666667,0.29704794714852,0.329486282756284,0.364246937891672
0.4,0.296875523694537,0.325306059725329,0.354583506365483
0.403333333333333,0.293567433618406,0.31795414074561,0.341798481263043
0.406666666666667,0.28715861858938,0.307502264153062,0.326004409954316
0.41,0.277716771887254,0.294052391409861,0.307340330968624
0.413333333333333,0.265341623826105,0.277735714172987,0.285970551629559
0.416666666666667,0.250163889082277,0.258711376720181,0.262083203759946
0.42,0.232343887229687,0.237164926436508,0.235888590583714
0.423333333333333,0.212069851441481,0.213306508034583,0.207617340417744
0.426666666666667,0.189555944084101,0.187368820465323,0.177518386139608
0.43,0.165040002237319,0.159604859949164,0.145856796179418
0.433333333333333,0.138781042532531,0.130285481509474,0.112911503642487
0.436666666666667,0.111056569185427,0.0996968398572029,0.0789730780131219
0.44,0.082159782445004,0.0681379122759861,0.0443424683881942
0.443333333333333,0.052397104026735,0.035919591145523,0.00935891949225455
0.446666666666667,0.0220907026687852,0.00347820888369317,0.0258218044643698
0.45,0.00854329839652749,0.0292917802553069,0.0606912818763507
0.453333333333333,0.0389604548306683,0.0616026711375246,0.0950346574046888
0.456666666666667,0.0690065738285693,0.0933183729217211,0.128542997729364
0.46,0.0983273678151837,0.124124807197161,0.160920268612816
0.463333333333333,0.12661071613854,0.1537206716537,0.191881111127837
0.466666666666667,0.153557288891282,0.18181706829426,0.221152824889011
0.47,0.178882251394835,0.208139887933032,0.248477649671913
0.473333333333333,0.202318015665049,0.232432378716768,0.273614996949504
0.476666666666667,0.223616995611479,0.254457615614451,0.296343553036139
0.48,0.242554196782964,0.274000797177488,0.316463220366003
0.483333333333333,0.25892958216417,0.290871333943295,0.333796875081737
0.486666666666667,0.272570179956679,0.304904703776884,0.34819192374132
0.49,0.283331907912323,0.31596405441505,0.359521644766288
0.493333333333333,0.291101093691255,0.323941536897762,0.367686302557559
0.496666666666667,0.295795674637516,0.328759356575071,0.37261402437759
0.5,0.297366064044382,0.330370531296618,0.374261432258294
0.503333333333333,0.29579567463752,0.328759349322562,0.372614024377596
0.506666666666667,0.291101093691262,0.323941522460904,0.367686302557573
0.51,0.283331907912332,0.315964032929483,0.35952164476631
0.513333333333333,0.272570179956691,0.304904675444359,0.348191923741348
0.516666666666667,0.258929582164184,0.29087129902965,0.333796875081772
0.52,0.242554196782981,0.274000756009979,0.316463220366045
0.523333333333333,0.2236169956115,0.254457568578472,0.296343553036186
0.526666666666667,0.202318015665071,0.232432326251997,0.273614996949557
0.53,0.178882251394858,0.208139830529037,0.248477649671971
0.533333333333333,0.153557288891309,0.181817006485631,0.221152824889074
0.536666666666667,0.126610716138568,0.153720606014758,0.191881111127902
0.54,0.0983273678152119,0.124124738336382,0.160920268612885
0.543333333333333,0.0690065738285982,0.0933183014761093,0.128542997729439
0.546666666666667,0.0389604548307011,0.0616025977683702,0.0950346574047636
0.55,0.00854329839655348,0.0292917056635972,0.0606912818764257
0.553333333333333,0.0220907026687601,0.0034782809187361,0.0258218044644472
0.556666666666667,0.0523971040267074,0.0359196662189016,0.00935891949217151
0.56,0.0821597824449776,0.0681379865843088,0.0443424683881153
0.563333333333333,0.1110565691854,0.0996969127168305,0.0789730780130445
0.566666666666667,0.138781042532504,0.130285552268582,0.112911503642412
0.57,0.165040002237298,0.159604927981871,0.145856796179347
0.573333333333333,0.189555944084079,0.187368885176189,0.17751838613954
0.576666666666667,0.212069851441461,0.213306568863886,0.207617340417679
0.58,0.23234388722967,0.237164982865347,0.235888590583654
0.583333333333333,0.250163889082263,0.258711428275188,0.26208320375989
0.586666666666667,0.265341623826093,0.27773576043059,0.285970551629509
0.59,0.277716771887245,0.294052432000016,0.30734033096858
0.593333333333333,0.287158618589374,0.307502298762421,0.326004409954278
0.596666666666667,0.293567433618403,0.31795416912011,0.341798481263011
0.6,0.296875523694537,0.325306081672166,0.354583506365458
0.603333333333333,0.297047947148524,0.329486298145257,0.364246937891654
0.606666666666667,0.29408288276666,0.33045400189411,0.370703709149084
0.61,0.288011648972338,0.328199695120232,0.373896982035481
0.613333333333333,0.278898373139538,0.322745290927631,0.373798646759076
0.616666666666667,0.266839314562795,0.314143899328338,0.370409568977103
0.62,0.251961848315005,0.302479309310224,0.363759582184894
0.623333333333333,0.234423120895998,0.287865172064991,0.353907225422197
0.626666666666667,0.214408392228886,0.270443893429399,0.340939228597283
0.63,0.19212908230414,0.250385246514407,0.324969749949766
0.633333333333333,0.167820544978313,0.227884718415994,0.306139372369526
0.636666666666667,0.141739597414899,0.203161607943542,0.284613867458728
0.64,0.114161846574593,0.176456894887202,0.260582738383209
0.643333333333333,0.0853788993671544,0.148030906938071,0.234257554776587
0.646666666666667,0.0556957982077744,0.118160823860592,0.205870095455319
0.65,0.0254320122828908,0.0871381098530972,0.175670318196906
0.653333333333333,0.00522717142233399,0.0552662780959405,0.143924182978689
0.656666666666667,0.0356335323417176,0.0228637043294524,0.11091137768004
0.66,0.0657398570041342,0.00984881953700487,0.0769231040947603
0.663333333333333,0.095156092845153,0.0423557038858023,0.042260993762871
0.666666666666667,0.123568592796021,0.0744856233313178,0.00727877329738161
0.67,0.15067659528363,0.105894491802634,0.0279110504869583
0.673333333333333,0.176193553297632,0.136274015158911,0.0627584112813162
0.676666666666667,0.199849858255286,0.165327574490317,0.097060452978487
0.68,0.221395606587892,0.192771815912527,0.130509516117718
0.683333333333333,0.240603210729991,0.218339179232495,0.162810171715625
0.686666666666667,0.257269790759638,0.241780440461022,0.193677755009962
0.69,0.271219311129097,0.262867117185202,0.222840394247258
0.693333333333333,0.282304436376051,0.281393685105931,0.250041293791882
0.696666666666667,0.290408084821993,0.297179575878302,0.275040959410978
0.7,0.295444663243092,0.310070933904885,0.297619292506992
0.703333333333333,0.29736096919306,0.319942113826578,0.317577520964472
0.706666666666667,0.296136751315982,0.326696903630727,0.334739945167985
0.71,0.291784921675317,0.330269461235746,0.348955482193995
0.713333333333333,0.284351417847386,0.33062495532024,0.360098993942468
0.716666666666667,0.27391471626523,0.327759904100272,0.368072387262592
0.72,0.260585002027372,0.321702208727506,0.372805476296551
0.723333333333333,0.244503004085003,0.312510880971564,0.374256599426689
0.726666666666667,0.225838508387255,0.300275467843079,0.372412985396538
0.73,0.204788565243599,0.285115178790237,0.367290865387794
0.733333333333333,0.181575411043819,0.267177724046824,0.358935330065486
0.736666666666667,0.156444129207848,0.246637875624845,0.347419932839895
0.74,0.129660083181424,0.223695765371221,0.332846042822729
0.743333333333333,0.101506175585084,0.198574937603165,0.315341953164731
0.746666666666667,0.072280079235494,0.171520177623128,0.295061752644972
0.75,0.0422922564103248,0.142795143748084,0.272183970543689
0.753333333333333,0.0118817417733168,0.112679847101343,0.24691000700809
0.756666666666667,0.018754822257915,0.0814680918875908,0.219462363441743
0.76,0.0491103811407595,0.0494654517897719,0.190082690321771
0.763333333333333,0.0789624382974737,0.0169967962531211,0.159029674684794
0.766666666666667,0.107985481316165,0.0157174075557803,0.126576802004058
0.77,0.135871882346091,0.0481957485430409,0.0930100764097251
0.773333333333333,0.162327016430882,0.0802217895181254,0.0586260893977898
0.776666666666667,0.18707160664181,0.111468683666652,0.0237351927983228
0.78,0.209844500659222,0.141630556111722,0.0114421844125016
0.783333333333333,0.230405365857956,0.170413312816252,0.0464217182800334
0.786666666666667,0.248537193007978,0.197536600188793,0.0810215206410574
0.79,0.264048562044214,0.222736356734625,0.114911405271325
0.793333333333333,0.27677563975471,0.245767332330705,0.147791174063554
0.796666666666667,0.286583886107374,0.266405456560339,0.179370991861023
0.8,0.293369450441451,0.284450010600836,0.209372788473836
0.803333333333333,0.297060242634782,0.299725574588643,0.237532497092965
0.806666666666667,0.297616668111853,0.312083728928735,0.263602318710878
0.81,0.295032019320964,0.321404491883651,0.28735287994054
0.813333333333333,0.289332520110167,0.32759747892948,0.308575239749154
0.816666666666667,0.280577023259937,0.33060277234983,0.32708271990544
0.82,0.268856365260877,0.330391492519582,0.342712540359711
0.823333333333333,0.254292386230358,0.326966065351839,0.355327244089511
0.826666666666667,0.237036626624462,0.320360183445527,0.364815898402021
0.83,0.217268716130368,0.310638461562575,0.371095061911604
0.833333333333333,0.195194473907677,0.297895790161944,0.374109508598844
0.836666666666667,0.171043743511533,0.282256393802216,0.373832702565345
0.84,0.145067991519573,0.263872604279875,0.3702670193399
0.843333333333333,0.117537710552436,0.242923361399448,0.363443711862229
0.846666666666667,0.0887397063432079,0.219612457324095,0.353422621559544
0.85,0.058974557904315,0.194166543719041,0.340291637225127
0.853333333333333,0.0285567587563013,0.166832925009935,0.324165906693543
0.856666666666667,0.00244374295702739,0.137877168343968,0.305186808573205
0.86,0.0330357852825382,0.107580581237174,0.283520693540681
0.863333333333333,0.0635205188639898,0.076237698070824,0.25935740693928
0.866666666666667,0.0933932075249802,0.0441545927721645,0.232908606728551
0.87,0.1223384232997,0.0116665051859053,0.204405893434306
0.873333333333333,0.150052563823778,0.0210363302869541,0.174098772421369
0.876666666666667,0.176244536949029,0.0534578788059801,0.142252476419044
0.88,0.200638214200883,0.0853755117348222,0.109145700716553
0.883333333333333,0.222974952963669,0.116470344254681,0.0750684241466637
0.886666666666667,0.243015962219454,0.146438953639328,0.0403210456594046
0.89,0.260544446259095,0.174989313265826,0.00528081648094282
0.893333333333333,0.275367493178401,0.201842796578917,0.0300183923692286
0.896666666666667,0.28731768574061,0.226736548790354,0.0649529782562115
0.9,0.29625441803286,0.249425777391041,0.099345525923352
0.903333333333333,0.302064905880026,0.269685865724933,0.13289106545336
0.906666666666667,0.304664883144364,0.287314270473327,0.165296044282776
0.91,0.303998980095458,0.302132178829249,0.196277353645352
0.913333333333333,0.300040784042003,0.313985907529757,0.225564271498548
0.916666666666667,0.29279258636744,0.322748030151738,0.25290060597403
0.92,0.282284823975411,0.328318222727267,0.278046758700131
0.923333333333333,0.268575226894054,0.330623821233919,0.300781639643962
0.926666666666667,0.251747687385967,0.32962008798424,0.320904402819003
0.93,0.231910869371459,0.325290187395664,0.338235982764218
0.933333333333333,0.209196580398461,0.317644875050535,0.352620416368745
0.936666666666667,0.183757932175598,0.306721907325344,0.363925937750537
0.94,0.155767321259565,0.292585182146662,0.372045836611764
0.943333333333333,0.125414274791514,0.275323624591845,0.376899073112103
0.946666666666667,0.0929032584422359,0.255049834088379,0.378430644918648
0.95,0.0584518815882147,0.231898512922344,0.37661170472818
0.953333333333333,0.0222953526967067,0.206024698844177,0.371439429205894
0.956666666666667,0.0154122590479016,0.177601828472419,0.362936642925738
0.96,0.0542856326762264,0.146819665658704,0.351151203507761
0.963333333333333,0.0941816912256755,0.113882152414291,0.336155156703522
0.966666666666667,0.134842929963849,0.079005356684353,0.318043672659961
0.97,0.176029868394461,0.0424167430797046,0.296933776981598
0.973333333333333,0.217508963221872,0.00444145255832158,0.272962892517315
0.976666666666667,0.259053811020404,0.0350114427494179,0.246287210084296
0.98,0.300446926600145,0.075336792502213,0.217079908837645
0.983333333333333,0.341481466538102,0.116437436759417,0.185529250494894
0.986666666666667,0.381962790496457,0.158073285801072,0.151836579181473
0.99,0.421709826304015,0.200012197341614,0.116214284602344
0.993333333333333,0.460556222821215,0.242029171363985,0.0788839237858528
0.996666666666667,0.498351281964799,0.28390787468936,0.0400760641380623
1,0.534960665897305,0.325442279892399,0.000999999445457823
